ABLEAK,ABTRG,BELTRG,BFORC,DUR,DV,EV1,EV2,EV3,PDOF_H,PMAXF,SABPR,SCFRC,Chest Deflection [mm],HIC 15,Head Acc,Neck Force_z [kN]
0.790283203,22.75283432,7.112442493,0.00144727,98.36750031,59.65447235,0.01,0.01,0.01,1.040521383,2.120428085,0.00165,0.00778436,-48.464211,460.99568,0.69621271,1.5986474
1.434475422,18.2491169,5.389146328,0.00069349,89.68031311,57.55818176,0.01,0.01,0.01,3.218836308,2.239805222,0.00138504,0.00644427,-32.840508,268.71223,0.66369903,1.0371237
0.576974392,20.85565948,14.89361477,0.00151779,119.3891907,53.38034439,0.01,0.01,0.01,8.577602386,1.144677043,0.00155746,0.01021665,-41.91053,217.31061,0.65221125,0.87529653
0.566320121,16.71748352,12.17562771,0.0016467,131.6151886,42.41939163,0.01,0.01,0.01,3.904348135,1.339505315,0.00135633,0.00612943,-27.655487,116.88703,0.55364347,0.63489699
1.255180478,21.32069206,6.08286953,0.00085573,86.23351288,45.24565125,0.01,0.01,0.01,-6.651781559,1.161342263,0.00112075,0.00739402,-34.125748,118.71275,0.41884443,0.90077078
1.064873695,21.27304649,6.555670738,0.0017923,97.08266449,47.89178848,0.01,0.01,0.01,5.125169754,1.894342184,0.00125511,0.00785858,-38.677307,144.20753,0.46596295,0.6368947
1.281591058,22.28687668,5.482323647,0.00137375,123.1509476,58.4840889,0.01,0.01,0.01,7.66075325,1.205434918,0.00133803,0.00976652,-39.848133,133.01374,0.45604479,0.81831235
0.545875072,19.81429863,5.132534981,0.00114992,108.0495377,56.61999893,0.01,0.01,0.01,9.952702522,2.210516214,0.00128703,0.00918834,-39.969593,191.15523,0.56894243,0.90769815
1.091615558,20.61751747,10.34197235,0.00151185,93.64511871,44.7713623,0.01,0.01,0.01,-6.7429533,1.948524952,0.00132027,0.00947265,-35.624496,152.73255,0.48520923,0.71891081
0.753562331,19.27239799,7.189633846,0.00159662,126.9517899,48.96154785,0.01,0.01,0.01,7.828129292,1.332481503,0.00131203,0.0111403,-33.569061,123.3106,0.52018756,0.57699132
0.951708436,20.81037903,12.51003265,0.00094415,96.36743927,48.31282043,0.01,0.01,0.01,-3.306213379,2.340880871,0.0014536,0.00869265,-40.40612,171.85319,0.55892444,1.0214117
0.580094278,16.65701675,12.85568428,0.00158245,140.7815247,46.19347382,0.01,0.01,0.01,7.085261345,2.416492939,0.00128933,0.01119411,-26.118248,84.476776,0.41280109,0.41131851
0.843233585,20.75887108,12.04288769,0.00175307,82.53543091,51.03450394,0.01,0.01,0.01,-5.080446243,1.083059549,0.00167934,0.01207546,-54.91692,595.54813,0.95801497,1.8207675
1.415342808,17.05900002,14.47560883,0.00080683,84.93648529,42.92181015,0.01,0.01,0.01,-5.698578358,2.449919224,0.00160945,0.01171891,-38.933163,135.56097,0.4680596,0.88846147
0.608098805,22.52157021,7.931197643,0.00140772,85.43766785,49.98002625,0.01,0.01,0.01,4.467216015,1.761951089,0.00127138,0.00639607,-47.762882,433.48854,0.6879437,1.3212835
1.145983934,22.44872665,10.7631588,0.00112564,103.8864746,40.92848206,0.01,0.01,0.01,6.756375313,2.078292131,0.00164795,0.0098712,-35.904945,120.20181,0.48418772,0.49396005
1.194051862,17.72426033,14.03512764,0.00170519,128.5391846,50.34576797,0.01,0.01,0.01,-1.777071953,2.427181482,0.00164365,0.00706593,-28.25367,329.1896,0.81634778,0.52890676
0.901727498,19.8609848,14.42200565,0.00094345,97.30038452,58.41597366,0.01,0.01,0.01,2.196581364,1.537068725,0.00117451,0.01029256,-37.874683,186.49851,0.47983781,1.124437
1.03508985,18.62752342,14.66405678,0.00135328,134.5944519,49.40601349,0.01,0.01,0.01,-7.913926601,2.458764791,0.00144388,0.01070408,-26.920174,108.22999,0.50184298,0.42024657
0.511493504,20.43634987,11.20817757,0.00136273,128.7958527,59.5703392,0.01,0.01,0.01,-0.722047806,2.247478485,0.00156237,0.01000159,-37.140968,198.52645,0.61917025,0.88765478
0.596335948,19.36915398,5.18478632,0.0014792,83.34355164,52.27496719,0.01,0.01,0.01,-1.281552076,2.27629447,0.00125036,0.01048416,-48.475513,371.12409,0.71108627,1.5689385
0.515615106,21.90092087,13.42211246,0.0010937,101.8937531,54.14076233,0.01,0.01,0.01,-8.071266174,1.838283539,0.00138133,0.01097263,-43.115173,335.43929,0.67166042,1.1082236
0.537908137,20.10854912,6.298424244,0.00176994,85.91080475,51.34309006,0.01,0.01,0.01,8.929549217,2.039273262,0.00120094,0.00951641,-44.320839,301.61094,0.6164766,1.1677926
0.64666748,21.8798008,9.035739899,0.00077817,121.111557,51.92311859,0.01,0.01,0.01,-7.793435574,1.459257841,0.00153147,0.0084512,-35.491463,198.97768,0.65628159,0.84804589
0.681407154,20.04184341,9.419880867,0.00168095,79.37515259,55.81162643,0.01,0.01,0.01,3.831690311,1.271139503,0.00110231,0.01095359,-54.943508,511.5315,0.7923227,1.7328341
0.948275924,17.10056496,7.008133411,0.00073086,140.1519623,46.29244995,0.01,0.01,0.01,-3.872971296,1.558334708,0.00148928,0.00982495,-23.136055,92.053931,0.46420196,0.38227126
1.340710878,17.27781677,12.76012135,0.00121065,98.62328339,41.18040085,0.01,0.01,0.01,4.244824409,2.286835194,0.00143938,0.00798944,-33.266876,85.088054,0.43642879,0.28338987
0.983977139,21.54066658,6.878266335,0.00102697,86.56983185,45.89718628,0.01,0.01,0.01,2.762380362,2.166929245,0.00167498,0.01162731,-40.925354,427.72358,0.90944767,1.0533445
1.182095766,22.66685486,9.732374191,0.00157049,105.7458649,54.84778214,0.01,0.01,0.01,-3.252005816,2.268334866,0.00115367,0.00731963,-39.658997,176.17599,0.48138833,0.80453151
0.760209143,22.07682991,14.51124573,0.00176659,134.2319031,50.54263306,0.01,0.01,0.01,5.556317806,1.813063502,0.00152146,0.00829122,-30.722839,100.45745,0.41883227,0.63340342
1.110476732,18.92472839,14.61993694,0.00087915,132.9273376,55.53761292,0.01,0.01,0.01,-1.377439499,1.593713284,0.00149455,0.00596667,-30.045624,120.38929,0.45601317,0.55511719
1.445185542,17.62425423,6.703973293,0.00103282,77.51989746,44.93119049,0.01,0.01,0.01,-8.522139549,1.921076775,0.00128183,0.00910841,-35.568497,184.59361,0.56799132,0.76960766
1.350935817,22.61461639,7.858940601,0.00169238,141.5309601,41.03636551,0.01,0.01,0.01,6.06192112,1.751227975,0.00122361,0.01173645,-22.245399,68.028836,0.3601211,0.15600948
1.327908039,18.54231834,12.32007122,0.0012845,119.0626907,56.92591858,0.01,0.01,0.01,-6.528871059,1.733348966,0.00139467,0.01087748,-34.814072,101.17046,0.48716423,0.48776636
1.384118557,22.93158531,6.446717739,0.00146111,114.2544098,50.04870987,0.01,0.01,0.01,9.48708725,2.484974146,0.00163237,0.00604576,-34.487007,102.34608,0.48241192,0.44425887
1.016434431,22.84073067,9.836527824,0.00070835,115.9221954,58.65516663,0.01,0.01,0.01,6.260380745,1.632179618,0.00130739,0.00565834,-30.115822,372.57136,0.84172386,0.79083109
1.139398098,20.16543198,9.902301788,0.00171461,78.28878021,59.31617737,0.01,0.01,0.01,-3.826013327,2.047409534,0.00115112,0.00704894,-49.153961,437.40617,0.82669801,1.8344988
0.53279072,20.23149109,13.61532879,0.00074815,116.2230835,45.12023163,0.01,0.01,0.01,7.492492199,1.567328334,0.00159442,0.00764149,-37.390671,98.906939,0.43233198,0.72442812
0.671152413,18.45867157,10.66867352,0.00090326,87.38451385,49.79429626,0.01,0.01,0.01,-8.833275795,1.257715106,0.00122775,0.01187137,-40.661812,276.20264,0.61676037,1.2688856
0.673819602,22.10898209,6.961312294,0.00110281,91.27349091,49.12437057,0.01,0.01,0.01,6.903398037,1.21275115,0.00143476,0.00634713,-47.870316,367.46162,0.63664502,1.5332904
0.65061003,19.22506332,12.28285217,0.00086666,131.1220856,57.67908859,0.01,0.01,0.01,-0.919957697,1.491357684,0.00139579,0.01199112,-35.394852,151.43219,0.53236055,0.80006063
0.824043751,19.34718704,10.04425049,0.00114159,113.6158295,58.03735733,0.01,0.01,0.01,-0.138824105,1.596636653,0.00129576,0.01133617,-38.90398,237.90302,0.57273924,0.87507778
1.397615194,16.48488045,5.343793392,0.00096186,141.8724976,40.85187531,0.01,0.01,0.01,-0.310075402,1.417109609,0.00147627,0.00721365,-20.296936,42.729278,0.37032583,0.30683276
1.455860496,21.19034767,14.83000946,0.0011734,125.1731567,48.64583206,0.01,0.01,0.01,-8.619359016,2.032881498,0.00156752,0.00926713,-29.88855,59.99808,0.36413038,0.45731062
0.557752073,16.0856514,14.97562122,0.00082045,117.3778229,56.22040939,0.01,0.01,0.01,-4.071959019,1.782309771,0.00141081,0.00855269,-36.889812,183.09005,0.55030274,0.88415134
1.317884445,21.38585281,14.76943874,0.00153829,88.77306366,50.22183228,0.01,0.01,0.01,4.074391842,1.658723831,0.00157662,0.01049781,-44.032272,341.7905,0.68870777,0.9705072
0.748495638,22.85088158,5.014962673,0.00134702,118.2812653,40.54467773,0.01,0.01,0.01,-2.935459614,2.404388905,0.00156304,0.01065568,-33.791397,108.12789,0.41691226,0.44004211
0.660604715,19.1812706,8.619386673,0.00131875,107.2389679,53.65127563,0.01,0.01,0.01,0.100437008,2.185470104,0.00144865,0.01166916,-38.360031,233.31926,0.5686397,0.90441883
0.813699007,20.32783318,14.32297993,0.00072821,106.076561,54.32217407,0.01,0.01,0.01,-6.145824909,1.712276936,0.00136594,0.00848615,-33.63839,160.98718,0.60844356,0.8012805
1.059580088,16.33275604,11.43071175,0.0007186,135.6358032,53.44224548,0.01,0.01,0.01,3.089087486,1.360466242,0.0011571,0.00864919,-23.793823,64.159779,0.35189581,0.53298199
0.830328047,18.44593048,10.38331699,0.00095725,97.95837402,50.9414444,0.01,0.01,0.01,-4.46386528,2.063627481,0.00124512,0.00743329,-35.057594,162.00177,0.50932026,0.63081837
1.238807082,21.05358505,10.46458244,0.00146948,96.11211395,51.69153976,0.01,0.01,0.01,0.354954094,2.474479437,0.00162801,0.00990253,-41.683117,217.52144,0.58626187,0.98523355
0.729781866,16.26571274,13.06498623,0.00101172,81.05727386,41.3675766,0.01,0.01,0.01,5.961544991,2.220881462,0.00143345,0.00554132,-40.236816,236.31571,0.53311062,0.6181367
1.215706587,21.12060928,9.248319626,0.00124811,87.34698486,59.14149475,0.01,0.01,0.01,2.894818306,1.392986894,0.00132809,0.00634865,-45.320953,360.83501,0.73772979,1.5260993
1.075235963,18.99370384,6.778028965,0.00075824,107.7221298,52.38534164,0.01,0.01,0.01,-4.319328308,1.424634337,0.00148567,0.00800284,-35.600487,183.70436,0.57483649,0.64243782
0.929668009,20.93523788,13.23592854,0.00169719,88.11238098,46.12664413,0.01,0.01,0.01,-3.008687973,2.392277718,0.00154602,0.01034027,-41.534031,355.45126,0.69097799,0.99383473
0.708600104,20.54680443,12.13808537,0.00088586,113.2081375,45.3235321,0.01,0.01,0.01,-5.386604786,2.26184845,0.00168302,0.01178669,-34.399429,226.62934,0.57513762,0.8132295
1.438028455,20.5891304,7.398815632,0.00079348,109.7043686,44.31560516,0.01,0.01,0.01,8.082830429,1.374919415,0.00161352,0.00585606,-32.037796,92.799571,0.4405708,0.57064152
1.298339486,21.58594513,5.832594395,0.00133637,134.0094757,55.21403503,0.01,0.01,0.01,6.519673824,1.442413807,0.00158593,0.00575756,-33.568871,154.33227,0.53791511,0.53099191
1.092986345,21.61656761,5.629736423,0.00163657,90.94051361,43.65195465,0.01,0.01,0.01,-1.857717037,1.774580121,0.00169308,0.01011976,-38.28022,220.7629,0.63473916,0.87026352
0.737146676,16.52548027,9.123493195,0.0013718,93.10680389,57.23060608,0.01,0.01,0.01,-4.234131813,1.062847495,0.00166634,0.00927975,-51.753136,474.56997,0.78179699,1.5067326
1.168301702,16.58981133,7.568092346,0.00160703,102.5198669,48.79097366,0.01,0.01,0.01,8.315758705,1.950535417,0.00140505,0.00934929,-36.627331,162.48272,0.48003295,0.40738791
1.497890472,22.38248062,6.36875248,0.00152553,122.0317154,54.56786346,0.01,0.01,0.01,-1.579418659,2.358191967,0.00141782,0.00662195,-35.163483,120.66722,0.58377582,0.37674826
1.155047894,17.3155098,13.53057766,0.00167142,78.77054596,42.44863129,0.01,0.01,0.01,3.663121223,1.242820144,0.00157287,0.00773139,-41.2896,405.02605,0.80192494,0.88047731
1.427905321,17.01149368,11.39624119,0.00158854,81.56167603,48.16914368,0.01,0.01,0.01,-0.281305313,1.121394634,0.00151655,0.00698116,-43.848335,338.22934,0.82211405,1.0257686
0.797005475,16.95618629,8.707504272,0.00161277,138.3819427,44.56172562,0.01,0.01,0.01,0.187426969,1.090858936,0.00124019,0.00804757,-25.564598,60.535104,0.38260248,0.43318313
1.460105419,22.23521614,5.977379799,0.0014352,133.5878296,59.76894379,0.01,0.01,0.01,-3.595952988,1.40732801,0.00111212,0.01086539,-35.708397,115.31555,0.39055401,0.60161841
0.874040365,16.24516678,8.886154175,0.001453,99.30240631,54.6701088,0.01,0.01,0.01,2.593246937,1.510466814,0.00119352,0.00960031,-43.834011,275.00907,0.59138876,1.1564163
1.358571649,19.10002899,8.529493332,0.00142064,136.0186157,43.16395187,0.01,0.01,0.01,4.752368927,1.856314301,0.00123459,0.00610633,-23.993851,44.61845,0.36972025,0.17461699
0.526581824,17.77505302,14.22073174,0.0012878,137.5786285,46.46461487,0.01,0.01,0.01,-9.736392021,1.218120098,0.00119715,0.00822418,-25.847374,70.957702,0.4018054,0.49740228
0.766251266,16.75203705,7.840815067,0.00100396,127.7985382,50.69945908,0.01,0.01,0.01,0.877604842,1.582184553,0.00134675,0.00973959,-29.489975,80.655262,0.40302077,0.60809636
0.602825522,16.94068336,6.191582203,0.00079037,95.19325256,47.06515121,0.01,0.01,0.01,6.596632004,1.191926479,0.00154259,0.01129349,-41.814587,304.91555,0.72610557,1.1919036
0.91386801,19.46554947,5.553181648,0.00120498,135.067215,48.50695419,0.01,0.01,0.01,4.906290054,1.867199898,0.00112797,0.00719614,-27.218681,63.866175,0.32720026,0.36159086
0.994467199,22.33901405,12.63019371,0.00114693,113.8177109,56.11432648,0.01,0.01,0.01,5.21759367,1.608983397,0.00120373,0.01042504,-37.396114,155.14701,0.48495546,0.74874264
0.973890662,22.02702141,8.837258339,0.00098967,110.5974884,40.07189178,0.01,0.01,0.01,1.372865081,1.682635307,0.00168915,0.00725355,-32.433182,150.07925,0.65168983,0.61743009
1.48299551,18.76538277,11.86131287,0.00108532,120.1650467,42.19478226,0.01,0.01,0.01,-7.047370911,1.540161133,0.00154071,0.0068669,-26.728203,54.860984,0.3327921,0.31583461
1.243262768,17.96663284,8.016105652,0.00099368,84.13432312,57.05710602,0.01,0.01,0.01,0.540325046,1.934418797,0.00169999,0.00569311,-45.606846,466.83475,0.79996145,1.4476295
0.721513212,17.88716698,9.168491364,0.00162336,93.98667908,43.91392899,0.01,0.01,0.01,-1.039715886,2.021899223,0.00160278,0.01138627,-37.944511,330.66598,0.76733303,0.9218117
0.777476013,20.28378487,13.81816196,0.00177881,89.76462555,52.98811722,0.01,0.01,0.01,-5.215982437,2.440618515,0.00114628,0.00817787,-44.226475,308.44756,0.62068063,0.91086572
1.304842472,20.99362183,9.551491737,0.00081548,101.1489792,48.11578751,0.01,0.01,0.01,2.058881044,1.023416877,0.00137542,0.00657118,-32.727585,115.13558,0.50042379,0.69953239
0.706109405,21.72780418,5.924518585,0.00154408,130.7373199,46.98377991,0.01,0.01,0.01,9.145747185,2.104852676,0.00127264,0.00559783,-30.436607,84.159934,0.42136231,0.41442382
1.488933802,21.21631622,8.299235344,0.00111795,82.95043182,57.96952057,0.01,0.01,0.01,7.399661541,1.020827889,0.00155068,0.0089955,-45.481239,387.27579,0.76209235,1.537843
1.290628314,19.65664291,7.342645645,0.0014123,109.4305496,44.70901489,0.01,0.01,0.01,-5.881236553,1.319450974,0.0015043,0.00878962,-33.203758,129.63629,0.51825994,0.66995323
1.118080258,16.61205101,13.88619709,0.00096975,139.6922302,47.4168129,0.01,0.01,0.01,-9.178688049,2.335860014,0.00127836,0.00897061,-23.73642,49.933618,0.36034128,0.26886541
0.988682747,19.77671051,8.431200981,0.00074146,120.6444702,59.97733688,0.01,0.01,0.01,1.429957628,2.164047718,0.00113428,0.01205214,-27.808014,131.37963,0.42237523,0.81658089
0.627501905,16.35594368,6.801121712,0.00155238,125.8789139,52.66426468,0.01,0.01,0.01,0.773795128,1.232257843,0.00136463,0.01006539,-36.147945,145.33474,0.43236935,0.77225292
1.329428077,17.56505203,12.93865776,0.0017253,81.98281097,49.49700546,0.01,0.01,0.01,7.219187737,1.47226882,0.00121287,0.00883381,-44.066551,222.34531,0.56627238,1.0650668
1.366938829,20.65381241,7.68619585,0.00155736,88.38339233,45.65295029,0.01,0.01,0.01,8.718115807,1.067396045,0.00161916,0.01124067,-43.189854,211.2333,0.52521968,1.1170635
1.274573922,16.83242607,7.747468948,0.00156364,77.88124847,55.87500763,0.01,0.01,0.01,-2.523636341,1.991947412,0.00161535,0.00667105,-48.542606,368.74413,0.69678319,1.3798929
1.229516983,18.00130463,10.50047684,0.00110065,111.6008682,58.76978683,0.01,0.01,0.01,3.51772356,1.452853203,0.00152761,0.00670321,-39.495502,219.58323,0.65892875,0.73052651
1.227248192,22.46133041,13.42965412,0.00117589,80.01192474,55.33621216,0.01,0.01,0.01,-9.110754967,1.268787146,0.00114022,0.00827261,-44.046112,374.91614,0.74875993,1.5995733
0.616439044,19.7179985,7.575912952,0.00102172,127.4152222,45.5395546,0.01,0.01,0.01,9.621750832,2.084769964,0.00142678,0.00857411,-31.616653,129.86431,0.48314947,0.51811975
0.857339323,16.17234993,11.65916157,0.00091041,104.3379974,53.80932236,0.01,0.01,0.01,-9.295586586,2.130805016,0.00126313,0.00813925,-33.663055,146.44719,0.5383954,0.60237426
1.040818334,20.05894279,13.70988083,0.00092905,94.63464355,43.75177383,0.01,0.01,0.01,-6.935827255,1.671924949,0.00158307,0.00833526,-36.359516,244.31499,0.60293472,0.69863486
0.960967064,18.70203209,9.709636688,0.00082501,117.8684006,54.97313309,0.01,0.01,0.01,1.78855741,1.648035884,0.0016621,0.01183519,-37.951511,161.82434,0.61769611,0.63612932
0.6412974,21.77365494,11.78899002,0.00083378,108.2123337,53.17355728,0.01,0.01,0.01,-5.819218636,1.355817676,0.0013589,0.00753124,-36.754822,242.22396,0.5495978,0.90509975
1.409092307,18.12155342,5.764771461,0.00148857,99.57216644,56.53778458,0.01,0.01,0.01,5.573676586,2.314826012,0.00116889,0.01078199,-40.257992,166.45045,0.49214804,0.83575577
1.260689259,16.43828964,6.617626667,0.00121339,110.0987244,42.7504425,0.01,0.01,0.01,9.426109314,1.178704858,0.00137136,0.00767516,-30.050613,79.056444,0.38118321,0.43696332
1.474300146,19.61227036,11.0819025,0.00118258,79.93861389,52.12077332,0.01,0.01,0.01,-6.09485817,1.799469709,0.00162596,0.00653462,-45.752819,322.20593,0.77599251,1.1779711
1.192126393,17.38393021,6.22569418,0.00097774,84.35450745,41.96313477,0.01,0.01,0.01,-0.511317611,2.319229364,0.00147798,0.00875284,-38.75386,408.82939,1.212451,0.85283536
1.172002554,17.40551949,11.34607029,0.00105946,123.6371307,46.74833679,0.01,0.01,0.01,-4.588574409,2.001883984,0.00120768,0.01074576,-29.197594,63.580921,0.33483306,0.32268581
0.922026813,16.12355042,13.21236706,0.00113327,118.5767822,59.15161896,0.01,0.01,0.01,-3.520068884,1.498366952,0.00167396,0.00601288,-37.225857,164.12898,0.53953594,0.82409412
1.209242105,16.89806938,9.931267738,0.00122918,129.5411377,47.85235977,0.01,0.01,0.01,-7.619048119,1.052783251,0.00146328,0.01105152,-27.093185,87.357465,0.45491695,0.47989917
1.00292027,18.69321632,14.19010258,0.00132549,92.7966156,43.45907593,0.01,0.01,0.01,-9.895363808,1.61972785,0.00134171,0.00964059,-37.21534,122.22798,0.4448323,0.68661833
0.696068168,19.91447449,11.55433083,0.00116498,111.3202286,51.84361649,0.01,0.01,0.01,-2.643123388,2.390724421,0.00133267,0.00783342,-35.879356,151.61629,0.51264501,0.75481254
0.836631298,17.92061615,13.10006142,0.00105317,122.4776611,51.16161728,0.01,0.01,0.01,-4.826626301,1.911280394,0.00117854,0.00672581,-34.09716,104.84409,0.41105834,0.52252585
1.133712888,18.3913784,8.283086777,0.00091317,106.5646057,55.68196487,0.01,0.01,0.01,3.379051924,2.375553846,0.00150897,0.01143497,-34.467926,239.8502,0.70902121,0.74634689
1.203603745,18.33878326,9.466327667,0.00149174,116.6641541,51.46723938,0.01,0.01,0.01,-1.561189532,1.734218121,0.00166068,0.00758526,-34.569832,156.20982,0.51341933,0.48726827
0.804615676,19.99741936,13.33994675,0.00104621,137.0583496,44.16293716,0.01,0.01,0.01,-0.606278121,1.305828571,0.00121818,0.00791621,-25.285637,83.970803,0.41265026,0.47519621
0.871339321,19.59396362,10.60763836,0.00168823,124.1639786,58.16358185,0.01,0.01,0.01,-5.562412262,1.794374347,0.00146808,0.01150438,-36.488705,129.58457,0.44223723,0.73141742
1.052110791,17.52792931,8.169226646,0.00138553,115.2462997,55.07700729,0.01,0.01,0.01,-4.911795616,1.52043736,0.00149292,0.0057899,-34.99881,166.06898,0.65750235,0.66330779
1.405433178,19.06263351,10.09527969,0.00143693,130.0794373,52.84818649,0.01,0.01,0.01,-2.177937984,1.482915878,0.00153607,0.01107866,-31.625893,87.071942,0.37902796,0.39921349
0.856548905,22.56107712,14.08866024,0.00130622,131.9952698,47.22787857,0.01,0.01,0.01,0.601283371,1.292491913,0.00147249,0.01060291,-31.444557,124.97124,0.4541308,0.64965892
0.717996299,21.47170639,8.995789528,0.00106669,108.906044,41.51085281,0.01,0.01,0.01,4.581875324,1.963884473,0.00118524,0.00591988,-32.159355,98.807126,0.39805004,0.44512078
1.386485219,18.18570709,11.03587532,0.00119088,90.50495911,42.01318741,0.01,0.01,0.01,9.819716454,1.842080116,0.00129944,0.00890215,-35.937805,127.68589,0.40983474,0.43383998
0.592408538,22.99976158,12.45166969,0.00131377,80.64056396,53.98225784,0.01,0.01,0.01,7.874644279,1.827522159,0.00111702,0.00624343,-45.681858,406.82738,0.84244114,1.4470484
0.506690979,18.05633163,10.86954117,0.00139283,105.2040482,40.25605774,0.01,0.01,0.01,-8.283028603,1.896128178,0.0016387,0.00839523,-36.77335,169.3293,0.53309768,0.67147619
0.941018164,20.71611404,8.739595413,0.00150306,126.3098526,56.34449387,0.01,0.01,0.01,-2.293763399,1.169997573,0.00113197,0.0090682,-37.08691,184.92863,0.49766582,0.80375314
0.780421436,19.52258301,13.72383022,0.00092655,112.3335953,52.46276474,0.01,0.01,0.01,-9.544641495,1.978596807,0.00116613,0.00968428,-35.248871,143.29364,0.4538734,0.67372841
1.344059467,22.16444778,5.676687241,0.00070315,136.5662537,44.11800003,0.01,0.01,0.01,-7.461926937,1.719316602,0.0015899,0.01015613,-24.604805,132.79365,0.48816463,0.36824536
1.081740975,17.83514023,12.3695488,0.00077603,124.8730392,49.28075027,0.01,0.01,0.01,8.224196434,2.206916571,0.00124912,0.00751749,-26.352623,56.562812,0.32747903,0.47230646
0.883796692,21.80236053,7.443640709,0.0012233,95.62261963,53.08621979,0.01,0.01,0.01,-6.352440357,2.137546301,0.00140273,0.01145911,-42.785519,282.18873,0.55810177,1.2507368
1.160609126,19.43460655,6.025459766,0.00139888,138.7736053,56.7333107,0.01,0.01,0.01,-7.314805508,2.152822495,0.00110546,0.00679534,-32.738281,81.259352,0.33293641,0.41533217
0.968707442,21.97231674,11.73295403,0.00084769,122.5932388,54.28556824,0.01,0.01,0.01,-8.926195145,1.382445812,0.00165348,0.00688104,-37.09034,149.74543,0.49162599,0.7011764
1.045786738,18.83674812,8.123428345,0.00172873,91.66127777,41.7125473,0.01,0.01,0.01,2.548826218,1.010128021,0.00142286,0.00616219,-38.586906,266.6353,0.59908217,0.6298607
0.899015665,16.00205231,12.69705963,0.00130019,132.6008453,49.65400696,0.01,0.01,0.01,5.388152122,1.880941868,0.00126163,0.00734276,-27.961792,73.675856,0.43208644,0.33490407
1.125552893,22.70911217,10.94074345,0.00124092,101.3998795,47.56262589,0.01,0.01,0.01,1.905305028,1.130230546,0.00122943,0.00939982,-38.599689,147.37335,0.43593338,0.9204132
1.264842749,21.43021202,9.600734711,0.00125376,100.3042297,42.60319519,0.01,0.01,0.01,4.33430624,2.013946772,0.00150101,0.00945516,-33.933968,107.15534,0.4711048,0.48831388
0.817730486,18.59675217,10.23340225,0.00126643,137.9222412,43.04598236,0.01,0.01,0.01,5.723171711,1.041964889,0.00130392,0.010394,-24.483925,63.092199,0.40021583,0.4090029
1.103541017,17.22045708,8.412638664,0.00076353,114.8081207,45.80085373,0.01,0.01,0.01,-2.092590809,2.194283485,0.00159799,0.00626528,-28.599205,181.20533,0.55253702,0.58349711
0.892626166,18.26978874,11.92939186,0.00127261,102.7701187,57.75555038,0.01,0.01,0.01,-2.754947186,1.288323641,0.00134946,0.00889266,-45.268036,273.23438,0.59327799,1.1768346
0.918634772,17.17576408,11.23860168,0.00089223,100.486496,40.59957886,0.01,0.01,0.01,-9.647341728,0.996402502,0.00112526,0.00916054,-29.796898,97.755859,0.40070525,0.67770803
0.687400818,19.01386642,7.220682144,0.00179106,103.516922,58.89131927,0.01,0.01,0.01,9.046034813,1.695708036,0.00132381,0.01155419,-43.997643,236.09149,0.54712975,1.3047642
1.376865864,21.01985931,11.61682892,0.00174134,139.5628815,50.75416565,0.01,0.01,0.01,1.586038947,2.099966049,0.00139026,0.01191289,-27.283401,62.694526,0.34831986,0.32008517
1.307956338,20.48615265,10.18527603,0.00174461,125.4685516,41.82704926,0.01,0.01,0.01,-8.427052498,1.1109761,0.00145587,0.00712076,-24.536659,77.134691,0.39665192,0.44616193
0.550808966,20.36120987,12.87148571,0.00166092,129.0550842,57.28658676,0.01,0.01,0.01,6.332037926,2.30091238,0.00131763,0.01016909,-35.833633,163.02072,0.57863033,0.8787477
1.470252156,18.87942696,10.81281757,0.00165036,92.33709717,46.6626358,0.01,0.01,0.01,-7.177395821,1.102890015,0.00118978,0.00993317,-37.499218,155.55091,0.4832803,0.83148837
1.025063038,21.67937088,9.294877052,0.0016271,112.7643127,40.33654785,0.01,0.01,0.01,1.180887461,1.640739441,0.00141646,0.00691496,-30.730576,67.827516,0.41415578,0.35971224
1.009440303,17.49683952,13.93569469,0.00085981,121.54422,47.63583755,0.01,0.01,0.01,8.512328148,2.361982822,0.0011617,0.0055703,-28.054131,81.583595,0.43942186,0.40934959
